matchDate,matchTime,timeScored,facilityNo,playerID,teamName
2024-01-16,12:00:00,02:16:00,26,P0240,Team6
2025-08-08,13:00:00,01:39:00,33,P0306,Team23
2025-08-08,13:00:00,01:24:00,33,P0100,Team24
2025-08-08,13:00:00,01:50:00,33,P0315,Team24
2025-08-08,13:00:00,01:44:00,33,P0100,Team24
2025-08-08,13:00:00,01:08:00,33,P0138,Team24
2025-08-08,13:00:00,01:51:00,33,P0100,Team24
2025-09-11,14:00:00,02:47:00,19,P0221,Team9
2025-04-11,15:00:00,01:43:00,38,P0047,Team8
2025-04-11,15:00:00,02:28:00,38,P0047,Team8
2025-04-11,15:00:00,02:45:00,38,P0016,Team8
2025-04-11,15:00:00,02:47:00,38,P0176,Team12
2025-04-11,15:00:00,01:29:00,38,P0256,Team12
2025-07-10,16:00:00,01:37:00,48,P0192,Team9
2025-07-10,16:00:00,02:57:00,48,P0104,Team9
2025-07-10,16:00:00,02:48:00,48,P0028,Team9
2025-07-10,16:00:00,01:38:00,48,P0221,Team9
2025-07-10,16:00:00,02:17:00,48,P0028,Team9
2025-07-10,16:00:00,02:35:00,48,P0165,Team6
2024-11-12,17:00:00,02:07:00,16,P0071,Team11
2024-11-12,17:00:00,01:22:00,16,P0089,Team11
2024-11-12,17:00:00,02:15:00,16,P0082,Team11
2024-11-12,17:00:00,02:26:00,16,P0009,Team11
2024-11-12,17:00:00,01:42:00,16,P0280,Team11
2024-04-30,10:00:00,01:50:00,30,P0300,Team2
2024-04-30,10:00:00,01:27:00,30,P0188,Team22
2024-04-30,10:00:00,01:39:00,30,P0003,Team22
2024-04-30,10:00:00,02:22:00,30,P0322,Team22
2024-04-30,10:00:00,02:34:00,30,P0322,Team22
2024-02-29,11:00:00,01:12:00,5,P0124,Team4
2024-02-29,11:00:00,02:41:00,5,P0147,Team14
2021-08-15,12:00:00,01:05:00,27,P0028,Team9
2023-11-25,13:00:00,02:32:00,32,P0054,Team20
2023-11-25,13:00:00,02:17:00,32,P0299,Team20
2023-11-25,13:00:00,02:25:00,32,P0310,Team20
2023-11-25,13:00:00,02:57:00,32,P0310,Team20
2023-11-25,13:00:00,02:50:00,32,P0044,Team20
2023-11-25,13:00:00,01:06:00,32,P0294,Team17
2023-11-25,13:00:00,01:47:00,32,P0293,Team17
2023-11-25,13:00:00,02:31:00,32,P0043,Team17
2023-11-25,13:00:00,01:51:00,32,P0162,Team17
2025-09-04,14:00:00,01:38:00,37,P0235,Team11
2025-09-04,14:00:00,02:17:00,37,P0055,Team11
2025-09-04,14:00:00,02:39:00,37,P0072,Team4
2025-09-04,14:00:00,01:48:00,37,P0107,Team4
2022-10-31,15:00:00,02:46:00,18,P0104,Team9
2022-10-31,15:00:00,02:21:00,18,P0346,Team9
2022-10-31,15:00:00,02:54:00,18,P0111,Team9
2022-10-31,15:00:00,01:51:00,18,P0346,Team9
2022-10-31,15:00:00,01:39:00,18,P0006,Team16
2021-10-08,16:00:00,01:09:00,10,P0341,Team12
2021-10-08,16:00:00,02:52:00,10,P0080,Team12
2021-10-08,16:00:00,01:16:00,10,P0029,Team12
2021-10-08,16:00:00,01:31:00,10,P0080,Team12
2021-10-08,16:00:00,02:33:00,10,P0256,Team12
2021-10-08,16:00:00,01:35:00,10,P0284,Team13
2021-10-08,16:00:00,01:08:00,10,P0326,Team13
2025-07-15,17:00:00,02:20:00,22,P0123,Team3
2025-07-15,17:00:00,02:01:00,22,P0225,Team3
2025-07-15,17:00:00,02:45:00,22,P0219,Team3
2025-07-15,17:00:00,01:06:00,22,P0099,Team6
2022-12-27,10:00:00,02:35:00,43,P0203,Team7
2022-12-27,10:00:00,01:01:00,43,P0276,Team7
2022-12-27,10:00:00,01:24:00,43,P0117,Team7
2022-12-27,10:00:00,02:26:00,43,P0191,Team7
2022-12-27,10:00:00,01:47:00,43,P0167,Team20
2023-07-16,11:00:00,02:33:00,7,P0300,Team2
2023-07-16,11:00:00,02:36:00,7,P0142,Team2
2023-07-16,11:00:00,01:55:00,7,P0300,Team2
2023-07-16,11:00:00,02:34:00,7,P0233,Team2
2023-07-16,11:00:00,01:10:00,7,P0233,Team2
2023-07-16,11:00:00,01:31:00,7,P0196,Team3
2025-05-08,12:00:00,02:20:00,30,P0061,Team9
2025-05-08,12:00:00,02:57:00,30,P0331,Team9
2025-05-08,12:00:00,02:12:00,30,P0227,Team9
2025-05-08,12:00:00,02:08:00,30,P0346,Team9
2025-05-08,12:00:00,02:53:00,30,P0227,Team9
2022-10-25,13:00:00,02:01:00,4,P0209,Team2
2022-10-25,13:00:00,02:34:00,4,P0101,Team2
2022-10-25,13:00:00,02:42:00,4,P0241,Team2
2022-10-25,13:00:00,02:02:00,4,P0233,Team2
2025-08-14,14:00:00,01:04:00,51,P0290,Team25
2025-08-14,14:00:00,02:45:00,51,P0105,Team25
2025-08-14,14:00:00,02:59:00,51,P0238,Team25
2025-08-14,14:00:00,01:34:00,51,P0327,Team7
2025-08-14,14:00:00,01:28:00,51,P0092,Team7
2022-07-03,15:00:00,01:45:00,33,P0343,Team11
2022-07-03,15:00:00,02:17:00,33,P0153,Team4
2022-07-03,15:00:00,02:36:00,33,P0125,Team4
2024-10-12,16:00:00,02:09:00,19,P0187,Team12
2024-10-12,16:00:00,01:36:00,19,P0187,Team12
2024-10-12,16:00:00,01:42:00,19,P0181,Team12
2024-10-12,16:00:00,01:55:00,19,P0242,Team4
2024-10-12,16:00:00,02:32:00,19,P0186,Team4
2023-08-22,17:00:00,02:48:00,5,P0324,Team18
2023-08-22,17:00:00,01:15:00,5,P0116,Team18
2023-08-22,17:00:00,01:03:00,5,P0218,Team18
2023-08-22,17:00:00,01:54:00,5,P0275,Team18
2023-08-22,17:00:00,01:17:00,5,P0221,Team9
2023-08-22,17:00:00,01:12:00,5,P0015,Team9
2023-08-22,17:00:00,01:47:00,5,P0192,Team9
2021-08-30,10:00:00,02:13:00,18,P0271,Team24
2021-08-30,10:00:00,01:34:00,18,P0101,Team2
2021-08-30,10:00:00,02:30:00,18,P0083,Team2
2021-08-30,10:00:00,02:18:00,18,P0172,Team2
2021-08-18,11:00:00,02:41:00,19,P0282,Team6
2021-08-18,11:00:00,02:26:00,19,P0171,Team19
2021-08-18,11:00:00,02:09:00,19,P0232,Team19
2021-08-18,11:00:00,02:38:00,19,P0171,Team19
2021-08-18,11:00:00,02:03:00,19,P0250,Team19
2021-08-18,11:00:00,02:13:00,19,P0025,Team19
2022-06-08,12:00:00,01:57:00,32,P0144,Team14
2022-06-08,12:00:00,01:40:00,32,P0071,Team11
2023-12-02,13:00:00,01:56:00,37,P0063,Team18
2023-12-02,13:00:00,01:30:00,37,P0157,Team18
2023-12-02,13:00:00,02:12:00,37,P0212,Team18
2023-12-02,13:00:00,02:57:00,37,P0046,Team3
2023-12-02,13:00:00,02:11:00,37,P0225,Team3
2023-12-02,13:00:00,01:06:00,37,P0196,Team3
2023-12-02,13:00:00,01:29:00,37,P0264,Team3
2024-12-08,14:00:00,02:34:00,5,P0285,Team3
2024-12-08,14:00:00,01:39:00,5,P0230,Team3
2024-12-08,14:00:00,02:15:00,5,P0196,Team3
2024-12-08,14:00:00,01:50:00,5,P0064,Team6
2024-07-04,15:00:00,01:13:00,29,P0329,Team10
2024-07-04,15:00:00,02:20:00,29,P0116,Team18
2024-07-04,15:00:00,02:29:00,29,P0286,Team18
2024-07-04,15:00:00,02:39:00,29,P0309,Team18
2024-07-04,15:00:00,02:03:00,29,P0096,Team18
2024-07-04,15:00:00,02:59:00,29,P0208,Team18
2021-03-12,16:00:00,01:38:00,41,P0137,Team11
2021-03-12,16:00:00,01:09:00,41,P0280,Team11
2021-03-12,16:00:00,02:13:00,41,P0071,Team11
2021-03-12,16:00:00,02:10:00,41,P0280,Team11
2021-03-12,16:00:00,01:52:00,41,P0114,Team24
2021-03-12,16:00:00,01:33:00,41,P0114,Team24
2023-08-26,17:00:00,02:38:00,16,P0128,Team8
2023-08-26,17:00:00,01:29:00,16,P0008,Team8
2023-08-26,17:00:00,01:19:00,16,P0095,Team8
2023-08-26,17:00:00,02:37:00,16,P0292,Team8
2023-08-26,17:00:00,01:07:00,16,P0002,Team8
2023-08-26,17:00:00,02:10:00,16,P0110,Team15
2023-08-26,17:00:00,02:49:00,16,P0182,Team15
2023-08-26,17:00:00,01:35:00,16,P0202,Team15
2023-08-26,17:00:00,01:40:00,16,P0182,Team15
2023-08-26,17:00:00,01:46:00,16,P0077,Team15
2022-06-09,10:00:00,01:47:00,41,P0191,Team7
2022-06-09,10:00:00,01:20:00,41,P0327,Team7
2024-12-12,11:00:00,01:08:00,26,P0253,Team15
2024-09-19,12:00:00,02:30:00,32,P0307,Team17
2024-09-19,12:00:00,01:22:00,32,P0108,Team17
2024-09-19,12:00:00,02:08:00,32,P0326,Team13
2024-09-19,12:00:00,02:17:00,32,P0152,Team13
2024-09-19,12:00:00,01:45:00,32,P0197,Team13
2024-09-19,12:00:00,02:06:00,32,P0152,Team13
2024-09-19,12:00:00,01:15:00,32,P0084,Team13
2021-11-18,13:00:00,01:40:00,9,P0238,Team25
2021-11-18,13:00:00,01:59:00,9,P0313,Team25
2021-11-18,13:00:00,01:09:00,9,P0038,Team25
2021-11-18,13:00:00,01:27:00,9,P0175,Team10
2021-11-18,13:00:00,01:39:00,9,P0086,Team10
2021-11-18,13:00:00,01:01:00,9,P0175,Team10
2021-11-18,13:00:00,02:38:00,9,P0049,Team10
2021-11-18,13:00:00,02:41:00,9,P0175,Team10
2025-06-12,14:00:00,01:22:00,29,P0347,Team6
2025-06-12,14:00:00,01:30:00,29,P0308,Team6
2025-06-12,14:00:00,02:21:00,29,P0308,Team6
2025-06-12,14:00:00,01:32:00,29,P0240,Team6
2025-06-12,14:00:00,02:45:00,29,P0290,Team25
2025-06-12,14:00:00,02:17:00,29,P0238,Team25
2024-09-08,15:00:00,02:11:00,34,P0327,Team7
2024-09-08,15:00:00,01:26:00,34,P0270,Team7
2024-09-08,15:00:00,01:53:00,34,P0156,Team7
2024-09-08,15:00:00,01:10:00,34,P0181,Team12
2024-09-08,15:00:00,02:04:00,34,P0181,Team12
2023-06-09,16:00:00,01:07:00,44,P0338,Team11
2023-06-09,16:00:00,01:17:00,44,P0235,Team11
2023-06-09,16:00:00,02:23:00,44,P0235,Team11
2023-06-09,16:00:00,01:20:00,44,P0089,Team11
2022-01-06,17:00:00,01:10:00,43,P0187,Team12
2022-01-06,17:00:00,02:60:00,43,P0090,Team12
2022-01-06,17:00:00,02:17:00,43,P0176,Team12
2022-07-18,10:00:00,01:04:00,27,P0344,Team25
2022-07-18,10:00:00,01:08:00,27,P0098,Team25
2022-07-18,10:00:00,01:25:00,27,P0344,Team25
2022-07-18,10:00:00,01:20:00,27,P0112,Team25
2022-07-18,10:00:00,01:31:00,27,P0206,Team25
2022-07-18,10:00:00,02:54:00,27,P0171,Team19
2022-07-18,10:00:00,02:41:00,27,P0025,Team19
2021-04-16,11:00:00,01:23:00,10,P0089,Team11
2021-04-16,11:00:00,01:17:00,10,P0280,Team11
2024-11-08,12:00:00,02:38:00,6,P0102,Team5
2024-11-08,12:00:00,01:17:00,6,P0283,Team5
2024-11-08,12:00:00,02:23:00,6,P0074,Team5
2024-11-08,12:00:00,01:18:00,6,P0102,Team5
2024-11-08,12:00:00,02:10:00,6,P0067,Team5
2022-03-01,13:00:00,01:50:00,51,P0278,Team14
2022-03-01,13:00:00,02:39:00,51,P0247,Team20
2022-03-01,13:00:00,01:07:00,51,P0210,Team20
2022-03-01,13:00:00,02:37:00,51,P0299,Team20
2022-03-01,13:00:00,01:02:00,51,P0220,Team20
2021-03-12,14:00:00,01:19:00,28,P0135,Team21
2021-03-12,14:00:00,02:02:00,28,P0079,Team21
2023-10-08,15:00:00,02:53:00,28,P0313,Team25
2023-10-08,15:00:00,02:30:00,28,P0238,Team25
2023-10-08,15:00:00,01:33:00,28,P0310,Team20
2023-10-08,15:00:00,01:56:00,28,P0210,Team20
2021-07-11,16:00:00,02:54:00,41,P0156,Team7
2021-07-11,16:00:00,02:28:00,41,P0191,Team7
2021-07-11,16:00:00,02:10:00,41,P0185,Team2
2022-11-13,17:00:00,01:20:00,46,P0015,Team9
2022-11-13,17:00:00,02:25:00,46,P0032,Team9
2022-11-13,17:00:00,02:53:00,46,P0015,Team9
2022-11-13,17:00:00,02:14:00,46,P0061,Team9
2022-11-13,17:00:00,02:28:00,46,P0111,Team9
2025-03-30,10:00:00,02:15:00,50,P0289,Team20
2025-03-30,10:00:00,02:37:00,50,P0247,Team20
2025-03-30,10:00:00,01:34:00,50,P0217,Team20
2025-06-26,11:00:00,02:56:00,3,P0170,Team19
2025-06-26,11:00:00,01:40:00,3,P0004,Team19
2025-06-26,11:00:00,02:24:00,3,P0068,Team6
2025-06-26,11:00:00,02:23:00,3,P0064,Team6
2023-01-01,12:00:00,01:58:00,36,P0143,Team16
2023-01-01,12:00:00,02:35:00,36,P0052,Team16
2023-01-01,12:00:00,01:06:00,36,P0244,Team16
2023-01-01,12:00:00,01:03:00,36,P0241,Team2
2023-01-01,12:00:00,02:12:00,36,P0300,Team2
2022-07-25,13:00:00,02:50:00,30,P0310,Team20
2022-07-25,13:00:00,01:41:00,30,P0310,Team20
2022-07-25,13:00:00,02:05:00,30,P0310,Team20
2022-07-25,13:00:00,02:02:00,30,P0208,Team18
2022-07-25,13:00:00,01:01:00,30,P0157,Team18
2023-09-22,14:00:00,01:52:00,3,P0191,Team7
2023-09-22,14:00:00,01:58:00,3,P0203,Team7
2023-09-22,14:00:00,01:44:00,3,P0092,Team7
2023-09-22,14:00:00,01:20:00,3,P0177,Team7
2023-09-22,14:00:00,02:28:00,3,P0088,Team1
2023-09-22,14:00:00,01:27:00,3,P0245,Team1
2023-09-22,14:00:00,02:08:00,3,P0200,Team1
2023-09-22,14:00:00,02:47:00,3,P0298,Team1
2024-05-05,15:00:00,02:32:00,44,P0319,Team2
2023-10-29,16:00:00,01:21:00,43,P0012,Team23
2022-09-06,17:00:00,02:06:00,31,P0228,Team7
2022-09-06,17:00:00,02:49:00,31,P0156,Team7
2022-09-06,17:00:00,01:43:00,31,P0156,Team7
2022-09-06,17:00:00,02:23:00,31,P0270,Team7
2022-09-06,17:00:00,01:34:00,31,P0136,Team7
2023-04-19,11:00:00,01:12:00,50,P0282,Team6
2023-04-19,11:00:00,01:48:00,50,P0212,Team18
2023-04-19,11:00:00,02:43:00,50,P0323,Team18
2023-04-19,11:00:00,02:27:00,50,P0218,Team18
2023-04-19,11:00:00,02:34:00,50,P0134,Team18
2023-04-19,11:00:00,02:45:00,50,P0109,Team18
2024-03-02,12:00:00,01:07:00,36,P0065,Team16
2024-03-02,12:00:00,01:57:00,36,P0295,Team16
2024-03-02,12:00:00,02:53:00,36,P0065,Team16
2024-03-02,12:00:00,01:05:00,36,P0081,Team5
2024-03-02,12:00:00,02:08:00,36,P0333,Team5
2023-02-05,13:00:00,02:09:00,32,P0137,Team11
2023-02-05,13:00:00,01:07:00,32,P0340,Team11
2023-02-05,13:00:00,01:41:00,32,P0235,Team11
2023-02-05,13:00:00,02:55:00,32,P0055,Team11
2023-02-05,13:00:00,01:59:00,32,P0071,Team11
2023-02-05,13:00:00,02:42:00,32,P0150,Team1
2023-02-05,13:00:00,01:05:00,32,P0151,Team1
2023-02-05,13:00:00,01:36:00,32,P0010,Team1
2023-02-05,13:00:00,02:40:00,32,P0010,Team1
2022-10-26,14:00:00,02:06:00,39,P0133,Team16
2022-10-26,14:00:00,02:16:00,39,P0269,Team16
2022-10-26,14:00:00,01:17:00,39,P0269,Team16
2024-08-04,15:00:00,01:43:00,13,P0224,Team9
2024-08-04,15:00:00,02:45:00,13,P0111,Team9
2024-08-04,15:00:00,01:07:00,13,P0028,Team9
2024-08-04,15:00:00,02:59:00,13,P0346,Team9
2024-08-04,15:00:00,01:10:00,13,P0061,Team9
2024-08-04,15:00:00,01:41:00,13,P0048,Team20
2024-08-04,15:00:00,01:54:00,13,P0217,Team20
2024-08-04,15:00:00,01:05:00,13,P0220,Team20
2024-08-04,15:00:00,01:02:00,13,P0210,Team20
2025-08-30,16:00:00,02:20:00,43,P0341,Team12
2025-08-30,16:00:00,01:41:00,43,P0176,Team12
2025-08-30,16:00:00,02:42:00,43,P0256,Team12
2025-08-30,16:00:00,02:11:00,43,P0049,Team10
2025-08-30,16:00:00,02:53:00,43,P0154,Team10
2025-08-30,16:00:00,01:34:00,43,P0030,Team10
2025-08-30,16:00:00,02:30:00,43,P0042,Team10
2023-03-10,17:00:00,01:59:00,41,P0349,Team4
2021-02-13,10:00:00,02:24:00,39,P0231,Team22
2021-02-13,10:00:00,02:51:00,39,P0339,Team22
2021-02-13,10:00:00,02:19:00,39,P0131,Team22
2021-02-13,10:00:00,01:02:00,39,P0113,Team22
2021-02-13,10:00:00,02:31:00,39,P0131,Team22
2022-09-14,11:00:00,01:09:00,26,P0132,Team19
2022-09-14,11:00:00,02:27:00,26,P0171,Team19
2022-09-14,11:00:00,01:08:00,26,P0171,Team19
2022-09-14,11:00:00,01:20:00,26,P0262,Team19
2022-09-14,11:00:00,02:15:00,26,P0168,Team23
2023-08-31,12:00:00,01:23:00,50,P0250,Team19
2023-08-31,12:00:00,02:47:00,50,P0013,Team19
2023-08-31,12:00:00,01:56:00,50,P0250,Team19
2023-08-31,12:00:00,02:53:00,50,P0171,Team19
2023-08-31,12:00:00,01:38:00,50,P0140,Team19
2021-07-07,13:00:00,02:54:00,34,P0249,Team4
2021-07-07,13:00:00,01:23:00,34,P0072,Team4
2021-07-07,13:00:00,02:57:00,34,P0009,Team11
2024-10-01,14:00:00,02:54:00,25,P0218,Team18
2024-10-01,14:00:00,02:50:00,25,P0116,Team18
2024-10-01,14:00:00,01:58:00,25,P0212,Team18
2024-10-01,14:00:00,02:47:00,25,P0134,Team18
2024-10-01,14:00:00,01:29:00,25,P0021,Team5
2024-10-01,14:00:00,02:45:00,25,P0021,Team5
2024-10-01,14:00:00,02:46:00,25,P0179,Team5
2021-08-30,15:00:00,01:59:00,18,P0175,Team10
2024-03-30,16:00:00,01:17:00,14,P0235,Team11
2024-03-30,16:00:00,01:38:00,14,P0340,Team11
2024-03-30,16:00:00,02:53:00,14,P0307,Team17
2024-03-30,16:00:00,01:18:00,14,P0307,Team17
2024-04-20,17:00:00,01:38:00,40,P0016,Team8
2024-04-20,17:00:00,02:24:00,40,P0173,Team8
2024-04-20,17:00:00,02:04:00,40,P0279,Team8
2024-04-20,17:00:00,02:23:00,40,P0008,Team8
2024-12-18,10:00:00,02:42:00,22,P0106,Team23
2024-12-18,10:00:00,02:59:00,22,P0093,Team23
2024-12-18,10:00:00,02:13:00,22,P0078,Team23
2024-12-18,10:00:00,02:28:00,22,P0026,Team23
2024-12-18,10:00:00,02:27:00,22,P0026,Team23
2024-12-18,10:00:00,02:44:00,22,P0144,Team14
2024-12-18,10:00:00,02:06:00,22,P0158,Team14
2021-12-10,11:00:00,02:38:00,6,P0328,Team6
2021-12-10,11:00:00,01:40:00,6,P0129,Team6
2021-12-10,11:00:00,02:19:00,6,P0282,Team6
2024-06-24,12:00:00,01:32:00,34,P0284,Team13
2024-06-24,12:00:00,01:29:00,34,P0005,Team13
2024-06-24,12:00:00,01:44:00,34,P0333,Team5
2024-06-24,12:00:00,02:48:00,34,P0283,Team5
2024-06-24,12:00:00,01:34:00,34,P0067,Team5
2024-06-24,12:00:00,02:04:00,34,P0067,Team5
2024-06-24,12:00:00,02:03:00,34,P0179,Team5
2024-09-12,13:00:00,02:44:00,47,P0094,Team8
2024-09-12,13:00:00,02:56:00,47,P0016,Team8
2024-09-12,13:00:00,02:33:00,47,P0255,Team8
2024-09-12,13:00:00,01:58:00,47,P0128,Team8
2024-09-12,13:00:00,01:29:00,47,P0268,Team8
2024-09-12,13:00:00,01:48:00,47,P0253,Team15
2024-09-12,13:00:00,02:35:00,47,P0287,Team15
2024-09-12,13:00:00,02:45:00,47,P0202,Team15
2024-09-12,13:00:00,01:20:00,47,P0223,Team15
2023-11-28,14:00:00,01:38:00,14,P0239,Team1
2023-11-28,14:00:00,02:36:00,14,P0239,Team1
2023-11-28,14:00:00,02:29:00,14,P0332,Team1
2023-11-28,14:00:00,02:09:00,14,P0010,Team1
2023-11-28,14:00:00,02:44:00,14,P0350,Team1
2021-02-21,15:00:00,01:47:00,18,P0162,Team17
2021-02-21,15:00:00,01:34:00,18,P0294,Team17
2021-02-21,15:00:00,02:05:00,18,P0293,Team17
2021-02-21,15:00:00,02:27:00,18,P0023,Team17
2021-02-21,15:00:00,01:21:00,18,P0031,Team17
2021-02-21,15:00:00,01:39:00,18,P0036,Team10
2023-09-06,16:00:00,01:21:00,43,P0043,Team17
2023-09-06,16:00:00,01:04:00,43,P0162,Team17
2023-09-06,16:00:00,01:27:00,43,P0081,Team5
2023-09-06,16:00:00,01:25:00,43,P0266,Team5
2023-09-06,16:00:00,02:01:00,43,P0081,Team5
2023-09-06,16:00:00,02:41:00,43,P0021,Team5
2024-11-10,17:00:00,01:56:00,36,P0155,Team16
2024-11-10,17:00:00,02:25:00,36,P0135,Team21
2024-11-10,17:00:00,02:46:00,36,P0273,Team21
2023-12-21,10:00:00,01:51:00,15,P0292,Team8
2023-12-21,10:00:00,01:42:00,15,P0283,Team5
2023-12-21,10:00:00,01:40:00,15,P0034,Team5
2023-12-21,10:00:00,02:49:00,15,P0333,Team5
2023-12-21,10:00:00,02:07:00,15,P0259,Team5
2023-12-21,10:00:00,02:55:00,15,P0102,Team5
2023-09-16,11:00:00,02:10:00,39,P0045,Team19
2025-06-15,12:00:00,02:35:00,19,P0194,Team1
2025-06-15,12:00:00,02:04:00,19,P0150,Team1
2025-06-15,12:00:00,01:47:00,19,P0332,Team1
2025-06-15,12:00:00,01:10:00,19,P0194,Team1
2024-01-22,13:00:00,01:38:00,22,P0350,Team1
2024-01-22,13:00:00,01:23:00,22,P0254,Team1
2024-01-22,13:00:00,01:20:00,22,P0235,Team11
2024-01-22,13:00:00,01:25:00,22,P0009,Team11
2024-01-22,13:00:00,02:27:00,22,P0280,Team11
2024-01-22,13:00:00,01:46:00,22,P0149,Team11
2024-01-22,13:00:00,01:49:00,22,P0235,Team11
2023-07-10,14:00:00,02:05:00,29,P0041,Team21
2023-07-10,14:00:00,02:48:00,29,P0342,Team21
2023-07-10,14:00:00,02:20:00,29,P0144,Team14
2023-07-10,14:00:00,01:34:00,29,P0070,Team14
2023-07-10,14:00:00,02:18:00,29,P0278,Team14
2023-07-10,14:00:00,02:45:00,29,P0057,Team14
2024-10-03,15:00:00,01:30:00,5,P0294,Team17
2024-10-03,15:00:00,02:60:00,5,P0293,Team17
2024-10-03,15:00:00,02:57:00,5,P0325,Team17
2024-10-03,15:00:00,01:28:00,5,P0270,Team7
2024-12-30,16:00:00,01:08:00,39,P0338,Team11
2024-12-30,16:00:00,01:26:00,39,P0091,Team11
2024-12-30,16:00:00,01:16:00,39,P0149,Team11
2024-12-30,16:00:00,02:41:00,39,P0301,Team22
2024-12-30,16:00:00,02:12:00,39,P0076,Team22
2024-12-30,16:00:00,01:17:00,39,P0214,Team22
2024-12-30,16:00:00,02:34:00,39,P0188,Team22
2023-10-19,17:00:00,02:28:00,36,P0007,Team12
2023-10-19,17:00:00,01:23:00,36,P0180,Team12
2023-10-19,17:00:00,02:17:00,36,P0256,Team12
2023-10-19,17:00:00,02:24:00,36,P0181,Team12
2023-10-19,17:00:00,01:10:00,36,P0341,Team12
2023-10-19,17:00:00,02:21:00,36,P0186,Team4
2022-06-27,10:00:00,02:44:00,45,P0231,Team22
2022-06-27,10:00:00,01:60:00,45,P0214,Team22
2022-06-27,10:00:00,01:57:00,45,P0158,Team14
2022-06-27,10:00:00,01:21:00,45,P0303,Team14
2021-05-04,11:00:00,02:57:00,42,P0014,Team24
2021-05-04,11:00:00,02:17:00,42,P0114,Team24
2021-05-04,11:00:00,01:18:00,42,P0252,Team24
2021-05-04,11:00:00,01:37:00,42,P0126,Team24
2021-05-04,11:00:00,01:59:00,42,P0001,Team14
2021-06-08,12:00:00,01:49:00,44,P0050,Team19
2021-06-08,12:00:00,01:25:00,44,P0160,Team19
2021-06-08,12:00:00,02:60:00,44,P0255,Team8
2021-06-08,12:00:00,01:45:00,44,P0019,Team8
2021-06-08,12:00:00,01:34:00,44,P0173,Team8
2021-06-08,12:00:00,01:30:00,44,P0279,Team8
2021-05-01,13:00:00,01:49:00,6,P0286,Team18
2021-05-01,13:00:00,02:56:00,6,P0323,Team18
2021-05-01,13:00:00,01:22:00,6,P0134,Team18
2021-05-01,13:00:00,02:07:00,6,P0208,Team18
2021-05-01,13:00:00,02:48:00,6,P0309,Team18
